Ensemble HUGO OMIM_ID
ENSG00000141526 SLC16A3 NA
ENSG00000141562 NARF NA
ENSG00000141568 FOXK2 NA
ENSG00000167363 FN3K NA
ENSG00000141556 TBCD NA
ENSG00000141252 VPS53 NA
ENSG00000179409 GEMIN4 NA
ENSG00000167699 GLOD4 NA
ENSG00000167693 NXN NA
ENSG00000159842 ABR NA
ENSG00000108953 YWHAE NA
ENSG00000167193 CRK NA
ENSG00000197879 MYO1C NA
ENSG00000132376 INPP5K NA
ENSG00000174238 PITPNA NA
ENSG00000074660 SCARF1 NA
ENSG00000167705 RILP NA
ENSG00000174231 PRPF8 600059
ENSG00000185924 RTN4RL1 NA
ENSG00000070366 SMG6 NA
ENSG00000070444 MNT NA
ENSG00000132361 CLUH NA
ENSG00000196689 TRPV1 NA
ENSG00000213977 TAX1BP3 NA
ENSG00000083457 ITGAE NA
ENSG00000004660 CAMKK1 NA
ENSG00000108405 P2RX1 NA
ENSG00000074370 ATP2A3 NA
ENSG00000074755 ZZEF1 NA
ENSG00000185722 ANKFY1 NA
ENSG00000132388 UBE2G1 NA
ENSG00000141456 PELP1 NA
ENSG00000108518 PFN1 614808
ENSG00000091640 SPAG7 NA
ENSG00000108509 CAMTA2 NA
ENSG00000132517 SLC52A1 615026
ENSG00000167840 ZNF232 NA
ENSG00000108559 NUP88 NA
ENSG00000108561 C1QBP NA
ENSG00000005100 DHX33 NA
ENSG00000072849 DERL2 NA
ENSG00000129221 AIPL1 604393
ENSG00000108590 MED31 NA
ENSG00000161944 ASGR2 NA
ENSG00000141505 ASGR1 NA
ENSG00000132535 DLG4 NA
ENSG00000004975 DVL2 NA
ENSG00000040633 PHF23 NA
ENSG00000170296 GABARAP NA
ENSG00000175826 CTDNEP1 NA
ENSG00000132522 GPS2 NA
ENSG00000187838 TMEM256-PLSCR3 NA
ENSG00000129245 FXR2 NA
ENSG00000141504 SAT2 NA
ENSG00000141510 TP53 614740
ENSG00000141510 TP53 275355
ENSG00000141510 TP53 260500
ENSG00000141510 TP53 211980
ENSG00000141510 TP53 202300
ENSG00000141510 TP53 151623
ENSG00000141510 TP53 133239
ENSG00000179477 ALOX12B 242100
ENSG00000179094 PER1 NA
ENSG00000196544 C17orf59 NA
ENSG00000178999 AURKB NA
ENSG00000133026 MYH10 NA
ENSG00000141506 PIK3R5 615217
ENSG00000170310 STX8 NA
ENSG00000109047 RCVRN NA
ENSG00000007237 GAS7 NA
ENSG00000125414 MYH2 605637
ENSG00000133020 MYH8 608837
ENSG00000133020 MYH8 158300
ENSG00000133028 SCO1 220110
ENSG00000006744 ELAC2 614731
ENSG00000006744 ELAC2 176807
ENSG00000109099 PMP22 162500
ENSG00000109099 PMP22 145900
ENSG00000109099 PMP22 139393
ENSG00000109099 PMP22 118300
ENSG00000109099 PMP22 118220
ENSG00000125409 TEKT3 NA
ENSG00000166582 CENPV NA
ENSG00000141040 ZNF287 NA
ENSG00000154803 FLCN 173600
ENSG00000154803 FLCN 144700
ENSG00000154803 FLCN 135150
ENSG00000141030 COPS3 NA
ENSG00000108551 RASD1 NA
ENSG00000133027 PEMT NA
ENSG00000072310 SREBF1 NA
ENSG00000175662 TOM1L2 NA
ENSG00000171953 ATPAF2 604273
ENSG00000177731 FLII NA
ENSG00000177302 TOP3A NA
ENSG00000176974 SHMT1 NA
ENSG00000108641 B9D1 614209
ENSG00000166482 MFAP4 NA
ENSG00000108602 ALDH3A1 NA
ENSG00000083290 ULK2 NA
ENSG00000108599 AKAP10 115080
ENSG00000007171 NOS2 611162
ENSG00000004142 POLDIP2 NA
ENSG00000109072 VTN NA
ENSG00000109072 SEBOX NA
ENSG00000109103 UNC119 NA
ENSG00000087111 PIGS NA
ENSG00000109107 ALDOC NA
ENSG00000076382 SPAG5 NA
ENSG00000132581 SDF2 NA
ENSG00000167525 PROCA1 NA
ENSG00000109113 RAB34 NA
ENSG00000132589 FLOT2 NA
ENSG00000109118 PHF12 NA
ENSG00000063015 SEZ6 NA
ENSG00000108256 NUFIP2 NA
ENSG00000108262 GIT1 NA
ENSG00000167549 CORO6 NA
ENSG00000141298 SSH2 NA
ENSG00000108576 SLC6A4 164230
ENSG00000108576 SLC6A4 103780
ENSG00000108578 BLMH NA
ENSG00000176390 CRLF3 NA
ENSG00000172171 TEFM NA
ENSG00000126861 OMG NA
ENSG00000172301 COPRS NA
ENSG00000108651 UTP6 NA
ENSG00000176658 MYO1D NA
ENSG00000108684 ASIC2 NA
ENSG00000108702 CCL1 NA
ENSG00000132141 CCT6B NA
ENSG00000092871 RFFL NA
ENSG00000185379 RAD51D 614291
ENSG00000073536 NLE1 NA
ENSG00000108733 PEX12 614859
ENSG00000108733 PEX12 266510
ENSG00000132139 GAS2L2 NA
ENSG00000161570 CCL5 NA
ENSG00000161573 CCL16 NA
ENSG00000161574 CCL15-CCL14 NA
ENSG00000132142 ACACA 613933
ENSG00000006114 SYNRG NA
ENSG00000141141 DDX52 NA
ENSG00000108753 HNF1B 611955
ENSG00000108753 HNF1B 137920
ENSG00000108753 HNF1B 125853
ENSG00000017373 SRCIN1 NA
ENSG00000141720 PIP4K2B NA
ENSG00000108296 CWC25 NA
ENSG00000125691 RPL23 NA
ENSG00000161381 PLXDC1 NA
ENSG00000067191 CACNB1 NA
ENSG00000141750 STAC2 NA
ENSG00000108306 FBXL20 NA
ENSG00000125686 MED1 NA
ENSG00000171532 NEUROD2 NA
ENSG00000161395 PGAP3 NA
ENSG00000141741 MIEN1 NA
ENSG00000161405 IKZF3 NA
ENSG00000172057 ORMDL3 600807
ENSG00000008838 MED24 NA
ENSG00000126351 THRA 614450
ENSG00000131747 TOP2A NA
ENSG00000131746 TNS4 NA
ENSG00000126353 CCR7 NA
ENSG00000073584 SMARCE1 NA
ENSG00000186395 KRT10 609165
ENSG00000186395 KRT10 607602
ENSG00000186395 KRT10 113800
ENSG00000171431 KRT20 NA
ENSG00000212900 KRTAP3-2 NA
ENSG00000108759 KRT32 NA
ENSG00000197079 KRT35 NA
ENSG00000126337 KRT36 NA
ENSG00000171401 KRT13 193900
ENSG00000171346 KRT15 NA
ENSG00000171345 KRT19 NA
ENSG00000171403 KRT9 149100
ENSG00000171403 KRT9 144200
ENSG00000173805 HAP1 NA
ENSG00000173801 JUP 611528
ENSG00000173801 JUP 601214
ENSG00000141696 LEPREL4 NA
ENSG00000131473 ACLY NA
ENSG00000168259 DNAJC7 NA
ENSG00000108771 DHX58 NA
ENSG00000108773 KAT2A NA
ENSG00000108774 RAB5C NA
ENSG00000161610 HCRT 161400
ENSG00000168610 STAT3 147060
ENSG00000177469 PTRF 613327
ENSG00000184451 CCR10 NA
ENSG00000108799 EZH1 NA
ENSG00000108825 PTGES3L-AARSD1 NA
ENSG00000108828 VAT1 NA
ENSG00000012048 BRCA1 614320
ENSG00000012048 BRCA1 604370
ENSG00000012048 BRCA1 167000
ENSG00000012048 BRCA1 114480
ENSG00000175832 ETV4 NA
ENSG00000005102 MEOX1 NA
ENSG00000108861 DUSP3 NA
ENSG00000161647 MPP3 NA
ENSG00000108852 MPP2 NA
ENSG00000108849 PPY NA
ENSG00000131096 PYY NA
ENSG00000108840 HDAC5 NA
ENSG00000161664 ASB16 NA
ENSG00000108312 UBTF NA
ENSG00000004939 SLC4A1 612653
ENSG00000004939 SLC4A1 611590
ENSG00000004939 SLC4A1 611162
ENSG00000004939 SLC4A1 601551
ENSG00000004939 SLC4A1 601550
ENSG00000004939 SLC4A1 179800
ENSG00000004939 SLC4A1 130600
ENSG00000004939 SLC4A1 112050
ENSG00000004939 SLC4A1 112010
ENSG00000004939 SLC4A1 110500
ENSG00000004939 SLC4A1 109270
ENSG00000013306 SLC25A39 NA
ENSG00000005961 ITGA2B 273800
ENSG00000005961 ITGA2B 187800
ENSG00000186566 GPATCH8 NA
ENSG00000182963 GJC1 NA
ENSG00000108883 EFTUD2 610536
ENSG00000131095 GFAP 203450
ENSG00000172992 DCAKD NA
ENSG00000161714 PLCD3 NA
ENSG00000006062 MAP3K14 NA
ENSG00000108379 WNT3 273395
ENSG00000004897 CDC27 NA
ENSG00000159111 MRPL10 NA
ENSG00000120094 HOXB1 614744
ENSG00000173917 HOXB2 NA
ENSG00000120093 HOXB3 NA
ENSG00000108511 HOXB6 NA
ENSG00000120068 HOXB8 NA
ENSG00000170689 HOXB9 NA
ENSG00000159184 HOXB13 NA
ENSG00000159210 SNF8 NA
ENSG00000167083 GNGT2 NA
ENSG00000198740 ZNF652 NA
ENSG00000121067 SPOP NA
ENSG00000121073 SLC35B1 NA
ENSG00000176358 TAC4 NA
ENSG00000064195 DLX3 190320
ENSG00000064195 DLX3 104510
ENSG00000108821 COL1A1 607907
ENSG00000108821 COL1A1 259420
ENSG00000108821 COL1A1 166710
ENSG00000108821 COL1A1 166220
ENSG00000108821 COL1A1 166210
ENSG00000108821 COL1A1 166200
ENSG00000108821 COL1A1 130060
ENSG00000108821 COL1A1 130000
ENSG00000108821 COL1A1 114000
ENSG00000108826 MRPL27 NA
ENSG00000108829 LRRC59 NA
ENSG00000136457 CHAD NA
ENSG00000141232 TOB1 NA
ENSG00000008294 SPAG9 NA
ENSG00000011258 MBTD1 NA
ENSG00000154975 CA10 NA
ENSG00000121060 TRIM25 NA
ENSG00000121058 COIL NA
ENSG00000181610 MRPS23 NA
ENSG00000180891 CUEDC1 NA
ENSG00000011143 MKS1 249000
ENSG00000011143 MKS1 209900
ENSG00000005381 MPO 254600
ENSG00000005379 BZRAP1 NA
ENSG00000213246 SUPT4H1 NA
ENSG00000108375 RNF43 NA
ENSG00000108389 MTMR4 NA
ENSG00000108387 SEPT4 NA
ENSG00000108395 TRIM37 253250
ENSG00000141378 PTRH2 NA
ENSG00000068097 HEATR6 NA
ENSG00000062725 APPBP2 NA
ENSG00000136492 BRIP1 609054
ENSG00000136492 BRIP1 227650
ENSG00000136492 BRIP1 114480
ENSG00000108510 MED13 NA
ENSG00000125695 NA NA
ENSG00000108588 CCDC47 NA
ENSG00000108592 FTSJ3 NA
ENSG00000108604 SMARCD2 NA
ENSG00000213218 CSH2 NA
ENSG00000204414 CSHL1 NA
ENSG00000007312 CD79B 612692
ENSG00000007314 SCN4A 614198
ENSG00000007314 SCN4A 613345
ENSG00000007314 SCN4A 608390
ENSG00000007314 SCN4A 170500
ENSG00000007314 SCN4A 168300
ENSG00000108622 ICAM2 NA
ENSG00000178607 ERN1 NA
ENSG00000108654 DDX5 NA
ENSG00000108854 SMURF2 NA
ENSG00000120063 GNA13 NA
ENSG00000168646 AXIN2 608615
ENSG00000168646 AXIN2 114500
ENSG00000091583 APOH NA
ENSG00000198265 HELZ NA
ENSG00000108932 SLC16A6 NA
ENSG00000108950 FAM20A 614253
ENSG00000154262 ABCA6 NA
ENSG00000179604 CDC42EP4 NA
ENSG00000186074 CD300LF NA
ENSG00000109065 NAT9 NA
ENSG00000161509 GRIN2C NA
ENSG00000161513 FDXR NA
ENSG00000182040 USH1G 606943
ENSG00000182040 USH1G 276900
ENSG00000167861 HID1 NA
ENSG00000167863 ATP5H NA
ENSG00000189159 HN1 NA
ENSG00000125454 SLC25A19 613710
ENSG00000125454 SLC25A19 607196
ENSG00000177885 GRB2 NA
ENSG00000108469 RECQL5 NA
ENSG00000092929 UNC13D 608898
ENSG00000132471 WBP2 NA
ENSG00000204316 MRPL38 NA
ENSG00000188878 FBF1 NA
ENSG00000167881 SRP68 NA
ENSG00000182473 EXOC7 NA
ENSG00000129654 FOXJ1 607154
ENSG00000129646 QRICH2 NA
ENSG00000161542 PRPSAP1 NA
ENSG00000175931 UBE2O NA
ENSG00000129667 RHBDF2 148500
ENSG00000070731 ST6GALNAC2 NA
ENSG00000070495 JMJD6 NA
ENSG00000161547 SRSF2 NA
ENSG00000167900 TK1 NA
ENSG00000184557 SOCS3 NA
ENSG00000108669 CYTH1 NA
ENSG00000108679 LGALS3BP NA
ENSG00000171302 CANT1 251450
ENSG00000141570 CBX8 NA
ENSG00000141582 CBX4 NA
ENSG00000167291 TBC1D16 NA
ENSG00000141543 EIF4A3 NA
ENSG00000171246 NPTX1 NA
ENSG00000184009 ACTG1 614583
ENSG00000184009 ACTG1 604717
ENSG00000185504 C17orf70 NA
ENSG00000182446 NPLOC4 NA
ENSG00000185527 PDE6G 613582
ENSG00000183684 ALYREF NA
ENSG00000187531 SIRT7 NA
ENSG00000197063 MAFG NA
ENSG00000169718 DUS1L NA
ENSG00000169710 FASN NA
ENSG00000141551 CSNK1D 615224
ENSG00000173762 CD7 NA
ENSG00000141574 SECTM1 NA
ENSG00000141580 WDR45B NA
ENSG00000175711 B3GNTL1 NA
ENSG00000101557 USP14 NA
ENSG00000177143 CETN1 NA
ENSG00000176890 TYMS NA
ENSG00000141433 ADCYAP1 NA
ENSG00000080986 NDC80 NA
ENSG00000132205 EMILIN2 NA
ENSG00000101608 MYL12A NA
ENSG00000177426 TGIF1 142946
ENSG00000088756 ARHGAP28 NA
ENSG00000173482 PTPRM NA
ENSG00000168502 SOGA2 NA
ENSG00000101745 ANKRD12 NA
ENSG00000128791 TWSG1 NA
ENSG00000017797 RALBP1 NA
ENSG00000168461 RAB31 NA
ENSG00000168454 TXNDC2 NA
ENSG00000101558 VAPA NA
ENSG00000134265 NAPG NA
ENSG00000141404 GNAL 615073
ENSG00000141401 IMPA2 NA
ENSG00000176194 CIDEA NA
ENSG00000176014 TUBB6 NA
ENSG00000085415 SEH1L NA
ENSG00000101639 CEP192 NA
ENSG00000101654 RNMT NA
ENSG00000176136 MC5R NA
ENSG00000167088 SNRPD1 NA
ENSG00000101752 MIB1 615092
ENSG00000141448 GATA6 614475
ENSG00000141448 GATA6 614474
ENSG00000141448 GATA6 600001
ENSG00000141448 GATA6 217095
ENSG00000141448 GATA6 187500
ENSG00000101773 RBBP8 606744
ENSG00000101773 RBBP8 251255
ENSG00000134508 CABLES1 NA
ENSG00000101782 RIOK3 NA
ENSG00000141458 NPC1 257220
ENSG00000053747 LAMA3 245660
ENSG00000053747 LAMA3 226700
ENSG00000154040 CABYR NA
ENSG00000154059 IMPACT NA
ENSG00000134760 DSG1 148700
ENSG00000134757 DSG3 NA
ENSG00000046604 DSG2 612877
ENSG00000046604 DSG2 610193
ENSG00000118271 TTR 145680
ENSG00000118271 TTR 115430
ENSG00000118271 TTR 105210
ENSG00000134758 RNF138 NA
ENSG00000141434 MEP1B NA
ENSG00000141429 GALNT1 NA
ENSG00000134759 ELP2 NA
ENSG00000075643 MOCOS 603592
ENSG00000078142 PIK3C3 NA
ENSG00000152217 SETBP1 614286
ENSG00000152217 SETBP1 608232
ENSG00000152217 SETBP1 607785
ENSG00000152217 SETBP1 601626
ENSG00000152217 SETBP1 269150
ENSG00000132874 SLC14A2 NA
ENSG00000152242 C18orf25 NA
ENSG00000141622 RNF165 NA
ENSG00000167216 KATNAL2 NA
ENSG00000101670 LIPG NA
ENSG00000154839 SKA1 NA
ENSG00000141639 MAPK4 NA
ENSG00000082212 ME2 NA
ENSG00000141646 SMAD4 260350
ENSG00000141646 SMAD4 175050
ENSG00000141646 SMAD4 174900
ENSG00000141646 SMAD4 139210
ENSG00000141646 SMAD4 114500
ENSG00000187323 DCC 157600
ENSG00000101751 POLI NA
ENSG00000041353 RAB27B NA
ENSG00000091157 WDR7 NA
ENSG00000177511 ST8SIA3 NA
ENSG00000049759 NEDD4L NA
ENSG00000172175 MALT1 NA
ENSG00000134443 GRP NA
ENSG00000141682 PMAIP1 NA
ENSG00000134444 KIAA1468 NA
ENSG00000141655 TNFRSF11A 612301
ENSG00000141655 TNFRSF11A 602080
ENSG00000141655 TNFRSF11A 174810
ENSG00000081913 PHLPP1 NA
ENSG00000166634 SERPINB12 NA
ENSG00000197641 SERPINB13 NA
ENSG00000197632 SERPINB2 NA
ENSG00000166401 SERPINB8 NA
ENSG00000081138 CDH7 NA
ENSG00000206052 DOK6 NA
ENSG00000170677 SOCS6 NA
ENSG00000075336 TIMM21 NA
ENSG00000133313 CNDP2 NA
ENSG00000150656 CNDP1 NA
ENSG00000166573 GALR1 NA
ENSG00000166377 ATP9B NA
ENSG00000131196 NFATC1 NA
ENSG00000060069 CTDP1 604168
ENSG00000178342 KCNG2 NA
ENSG00000101546 RBFA NA
ENSG00000079134 THOC1 NA
ENSG00000158270 COLEC12 NA
ENSG00000176105 YES1 NA
ENSG00000101574 METTL4 NA
ENSG00000101605 MYOM1 NA
ENSG00000170579 DLGAP1 NA
ENSG00000082397 EPB41L3 NA
ENSG00000101680 LAMA1 NA
ENSG00000154845 PPP4R1 NA
ENSG00000141385 AFG3L2 614487
ENSG00000141385 AFG3L2 610246
ENSG00000134278 SPIRE1 NA
ENSG00000175354 PTPN2 NA
ENSG00000185231 MC2R 202200
ENSG00000141446 ESCO1 NA
ENSG00000134490 TMEM241 NA
ENSG00000141447 OSBPL1A NA
ENSG00000198795 ZNF521 NA
ENSG00000141380 SS18 NA
ENSG00000134504 KCTD1 181270
ENSG00000171885 AQP4 NA
ENSG00000170558 CDH2 NA
ENSG00000134762 DSC3 613102
ENSG00000134755 DSC2 610476
ENSG00000134765 DSC1 NA
ENSG00000153339 TRAPPC8 NA
ENSG00000153391 INO80C NA
ENSG00000141425 RPRD1A NA
ENSG00000134779 TPGS2 NA
ENSG00000152214 RIT2 NA
ENSG00000132872 SYT4 NA
ENSG00000152223 EPG5 242840
ENSG00000152229 PSTPIP2 NA
ENSG00000152234 ATP5A1 615228
ENSG00000134049 IER3IP1 614231
ENSG00000175387 SMAD2 NA
ENSG00000141627 DYM 607326
ENSG00000141627 DYM 223800
ENSG00000167315 ACAA2 NA
ENSG00000167306 MYO5B 251850
ENSG00000172361 CCDC11 614779
ENSG00000141644 MBD1 NA
ENSG00000154832 CXXC1 NA
ENSG00000196628 TCF4 610954
ENSG00000066926 FECH 177000
ENSG00000134440 NARS NA
ENSG00000134438 RAX 611038
ENSG00000074695 LMAN1 227300
ENSG00000166603 MC4R 601665
ENSG00000197563 PIGN 614080
ENSG00000171791 BCL2 151430
ENSG00000119537 KDSR NA
ENSG00000119541 VPS4B NA
ENSG00000206073 SERPINB4 NA
ENSG00000071991 CDH19 NA
ENSG00000166479 TMX3 NA
ENSG00000150637 CD226 NA
ENSG00000141665 FBXO15 NA
ENSG00000166347 CYB5A 250790
ENSG00000101493 ZNF516 NA
ENSG00000197971 MBP NA
ENSG00000122490 PQLC1 NA
ENSG00000141759 TXNL4A NA
ENSG00000178184 PARD6G NA
ENSG00000099866 MADCAM1 NA
ENSG00000141933 TPGS1 NA
ENSG00000099804 CDC34 NA
ENSG00000172270 BSG 111380
ENSG00000099822 HCN2 NA
ENSG00000070388 FGF22 NA
ENSG00000070404 FSTL3 NA
ENSG00000099864 PALM NA
ENSG00000011304 PTBP1 NA
ENSG00000172232 AZU1 NA
ENSG00000196415 PRTN3 NA
ENSG00000197561 ELANE 202700
ENSG00000197561 ELANE 162800
ENSG00000197766 CFD 613912
ENSG00000116014 KISS1R 614837
ENSG00000116014 KISS1R 176400
ENSG00000116017 ARID3A NA
ENSG00000065268 WDR18 NA
ENSG00000064666 CNN2 NA
ENSG00000118046 STK11 273300
ENSG00000118046 STK11 175200
ENSG00000099624 ATP5D NA
ENSG00000099622 CIRBP NA
ENSG00000099617 EFNA2 NA
ENSG00000115268 RPS15 NA
ENSG00000115286 NDUFS7 256000
ENSG00000115286 NDUFS7 252010
ENSG00000071626 DAZAP1 NA
ENSG00000115266 APC2 NA
ENSG00000115255 REEP6 NA
ENSG00000133275 CSNK1G2 NA
ENSG00000104885 DOT1L NA
ENSG00000104897 SF3A2 NA
ENSG00000104899 AMH 261550
ENSG00000104904 OAZ1 NA
ENSG00000005206 SPPL2B NA
ENSG00000099860 GADD45B NA
ENSG00000172009 THOP1 NA
ENSG00000172006 ZNF554 NA
ENSG00000088256 GNA11 615361
ENSG00000088256 GNA11 145981
ENSG00000060558 GNA15 NA
ENSG00000125910 S1PR4 NA
ENSG00000125912 NCLN NA
ENSG00000141905 NFIC NA
ENSG00000105325 FZR1 NA
ENSG00000064961 HMG20B NA
ENSG00000179855 GIPC3 601869
ENSG00000105289 TJP3 NA
ENSG00000183617 MRPL54 NA
ENSG00000167654 ATCAY 601238
ENSG00000077009 NMRK2 NA
ENSG00000105229 PIAS4 NA
ENSG00000060566 CREB3L3 NA
ENSG00000105246 EBI3 NA
ENSG00000105248 CCDC94 NA
ENSG00000105251 SHD NA
ENSG00000105255 FSD1 NA
ENSG00000008382 MPND NA
ENSG00000167670 CHAF1A NA
ENSG00000167674 NA NA
ENSG00000034063 UHRF1 NA
ENSG00000127663 KDM4B NA
ENSG00000130255 RPL36 NA
ENSG00000171119 NRTN NA
ENSG00000125656 CLPP 614129
ENSG00000125652 ALKBH7 NA
ENSG00000130545 CRB3 NA
ENSG00000125657 TNFSF9 NA
ENSG00000125733 TRIP10 NA
ENSG00000141968 VAV1 NA
ENSG00000167785 ZNF558 NA
ENSG00000104880 ARHGEF18 NA
ENSG00000090674 MCOLN1 252650
ENSG00000076944 STXBP2 613101
ENSG00000104918 RETN NA
ENSG00000181029 TRAPPC5 NA
ENSG00000076984 MAP2K7 NA
ENSG00000131142 CCL25 NA
ENSG00000185236 RAB11B NA
ENSG00000099785 MARCH2 NA
ENSG00000099783 HNRNPM NA
ENSG00000170948 MBD3L1 NA
ENSG00000130803 ZNF317 NA
ENSG00000198258 UBL5 NA
ENSG00000127445 PIN1 NA
ENSG00000080511 RDH8 NA
ENSG00000130810 PPAN NA
ENSG00000105364 MRPL4 NA
ENSG00000090339 ICAM1 611162
ENSG00000105371 ICAM4 111250
ENSG00000105376 ICAM5 NA
ENSG00000065989 PDE4A NA
ENSG00000129347 KRI1 NA
ENSG00000129351 ILF3 NA
ENSG00000213339 QTRT1 NA
ENSG00000079805 DNM2 615368
ENSG00000079805 DNM2 606482
ENSG00000079805 DNM2 160150
ENSG00000142453 CARM1 NA
ENSG00000127616 SMARCA4 614609
ENSG00000127616 SMARCA4 613325
ENSG00000130175 PRKCSH 174050
ENSG00000130176 CNN1 NA
ENSG00000171291 ZNF439 NA
ENSG00000196646 ZNF136 NA
ENSG00000198356 ASNA1 NA
ENSG00000039987 BEST2 NA
ENSG00000171223 JUNB NA
ENSG00000104889 RNASEH2A 610333
ENSG00000105613 MAST1 NA
ENSG00000105607 GCDH 231670
ENSG00000179218 CALR NA
ENSG00000179262 RAD23A NA
ENSG00000008441 NFIX 614753
ENSG00000008441 NFIX 602535
ENSG00000160877 NACC1 NA
ENSG00000104957 CCDC130 NA
ENSG00000037757 MRI1 NA
ENSG00000132024 CC2D1A 608443
ENSG00000104998 IL27RA NA
ENSG00000123146 CD97 NA
ENSG00000123143 PKN1 NA
ENSG00000099797 TECR 614020
ENSG00000105141 CASP14 NA
ENSG00000186526 CYP4F8 NA
ENSG00000186115 CYP4F2 NA
ENSG00000167461 RAB8A NA
ENSG00000105058 FAM32A NA
ENSG00000072958 AP1M1 NA
ENSG00000127528 KLF2 NA
ENSG00000085872 CHERP NA
ENSG00000072954 TMEM38A NA
ENSG00000127511 SIN3B NA
ENSG00000127533 F2RL3 NA
ENSG00000099331 MYO9B 609753
ENSG00000105393 BABAM1 NA
ENSG00000160117 ANKLE1 NA
ENSG00000130312 MRPL34 NA
ENSG00000130304 SLC27A1 NA
ENSG00000141971 MVB12A NA
ENSG00000130313 PGLS NA
ENSG00000130479 MAP1S NA
ENSG00000105641 SLC5A5 274400
ENSG00000105643 ARRDC2 NA
ENSG00000105647 PIK3R2 603387
ENSG00000006015 C19orf60 NA
ENSG00000167487 KLHL26 NA
ENSG00000105662 CRTC1 NA
ENSG00000005007 UPF1 NA
ENSG00000105671 DDX49 NA
ENSG00000105676 ARMC6 NA
ENSG00000130287 NCAN NA
ENSG00000129933 MAU2 NA
ENSG00000167491 GATAD2A NA
ENSG00000181896 ZNF101 NA
ENSG00000105171 POP4 NA
ENSG00000166289 PLEKHF1 NA
ENSG00000105173 CCNE1 NA
ENSG00000105176 URI1 NA
ENSG00000105185 PDCD5 NA
ENSG00000131944 C19orf40 NA
ENSG00000076650 GPATCH1 NA
ENSG00000130881 LRP3 NA
ENSG00000153879 CEBPG NA
ENSG00000153885 KCTD15 NA
ENSG00000105220 GPI 613470
ENSG00000126249 PDCD2L NA
ENSG00000126261 UBA2 NA
ENSG00000105711 SCN1B 612838
ENSG00000105711 SCN1B 604233
ENSG00000105707 HPN NA
ENSG00000105699 LSR NA
ENSG00000105698 USF2 NA
ENSG00000105697 HAMP 613313
ENSG00000105695 MAG NA
ENSG00000012124 CD22 NA
ENSG00000126266 FFAR1 NA
ENSG00000185897 FFAR3 NA
ENSG00000126262 FFAR2 NA
ENSG00000105679 GAPDHS NA
ENSG00000105677 TMEM147 NA
ENSG00000126254 RBM42 NA
ENSG00000126267 COX6B1 220110
ENSG00000105663 KMT2B NA
ENSG00000188223 NA NA
ENSG00000004777 ARHGAP33 NA
ENSG00000126259 KIRREL2 NA
ENSG00000126264 HCST NA
ENSG00000075702 WDR62 604317
ENSG00000126247 CAPNS1 NA
ENSG00000161298 ZNF382 NA
ENSG00000189042 ZNF567 NA
ENSG00000167642 SPINT2 270420
ENSG00000099341 PSMD8 NA
ENSG00000196218 RYR1 255320
ENSG00000196218 RYR1 255310
ENSG00000196218 RYR1 145600
ENSG00000196218 RYR1 117000
ENSG00000178982 EIF3K NA
ENSG00000130402 ACTN4 603278
ENSG00000104825 NFKBIB NA
ENSG00000104835 SARS2 613845
ENSG00000183760 NA NA
ENSG00000130669 PAK4 NA
ENSG00000197110 IFNL3 NA
ENSG00000179134 SAMD4B NA
ENSG00000063322 MED29 NA
ENSG00000128016 ZFP36 NA
ENSG00000090924 PLEKHG2 NA
ENSG00000196235 SUPT5H NA
ENSG00000105197 TIMM50 NA
ENSG00000090932 DLL3 277300
ENSG00000013275 PSMC4 NA
ENSG00000130758 MAP3K10 NA
ENSG00000105223 PLD3 NA
ENSG00000160460 SPTBN4 NA
ENSG00000160410 SHKBP1 NA
ENSG00000090006 LTBP4 613177
ENSG00000086544 ITPKC 611775
ENSG00000077312 SNRPA NA
ENSG00000171570 RAB4B-EGLN2 NA
ENSG00000167601 AXL NA
ENSG00000105323 HNRNPUL1 NA
ENSG00000142039 CCDC97 NA
ENSG00000142046 TMEM91 NA
ENSG00000105388 CEACAM5 NA
ENSG00000170956 CEACAM3 NA
ENSG00000105372 RPS19 105650
ENSG00000105369 CD79A 613501
ENSG00000076928 ARHGEF1 NA
ENSG00000079432 CIC NA
ENSG00000105429 MEGF8 614976
ENSG00000159882 ZNF230 NA
ENSG00000131115 ZNF227 NA
ENSG00000073008 PVR NA
ENSG00000069399 BCL3 NA
ENSG00000142273 CBLC NA
ENSG00000187244 BCAM 247420
ENSG00000187244 BCAM 111200
ENSG00000130204 TOMM40 NA
ENSG00000130203 APOE 611771
ENSG00000130203 APOE 269600
ENSG00000130203 APOE 143890
ENSG00000130203 APOE 107741
ENSG00000130203 APOE 104310
ENSG00000104856 RELB NA
ENSG00000104859 CLASRP NA
ENSG00000142252 GEMIN7 NA
ENSG00000189114 BLOC1S3 614077
ENSG00000007047 MARK4 NA
ENSG00000117877 CD3EAP NA
ENSG00000125740 FOSB NA
ENSG00000125753 VASP NA
ENSG00000170608 FOXA3 NA
ENSG00000124440 HIF3A NA
ENSG00000011485 PPP5C NA
ENSG00000160014 CALM3 614916
ENSG00000181027 FKRP 613153
ENSG00000181027 FKRP 607155
ENSG00000181027 FKRP 606612
ENSG00000105281 SLC1A5 NA
ENSG00000160007 ARHGAP35 NA
ENSG00000197405 C5AR1 NA
ENSG00000134830 C5AR2 NA
ENSG00000134815 DHX34 NA
ENSG00000063169 GLTSCR1 NA
ENSG00000024422 EHD2 NA
ENSG00000105373 GLTSCR2 NA
